name,pub_time,con_finish_time,click_num,dock_enter_num,func_use,main_indice,type
重点实验室基金-6142A032003-桌面型时间分辨X射线衍射技术的发展和优化,http://www.weain.mil.cn/cgxq/yy/yjjsl/594780.html,2018-11-15,2018-11-25,440,,用于研究多晶材料在激光冲击压缩下的结构相变过程及其相应动力学机制。,,all
重点实验室基金-61421060402-基于FM/移动通信的自主导航定位技术,http://www.weain.mil.cn/cgxq/yy/yjjsl/594779.html,2018-11-15,2018-11-22,577,,应用于复杂电磁环境下的自主导航定位。,,all
重点实验室基金-6142A010205-基于SAR图像水下运动物体波浪尾迹仿真技术研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594778.html,2018-11-15,2018-11-25,500,,针对水下运动物体波浪尾迹形成机理和遥感探测技术开展研究，研发高精度的水下目标SAR反演仿真技术，建立遥感探测和追踪水下目标的技术体系和方法。,,all
重点实验室基金-6142A010101-基于深度学习的复杂地形区域高分辨率遥感数据图像变化检测技术研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594777.html,2018-11-15,2018-11-25,634,,针对高空间分辨率遥感数据，特别是山地区域高空间分辨率遥感数据，开展基于深度神经网络的变化检测理论研究，提出高分辨率遥感数据智能化变化检测方法，建立基于深度神经网络的变化区域筛选和识别的技术方法。,,all
重点实验室基金-6142A032001-过渡金属高温-高压结构和熔化特性研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594776.html,2018-11-15,2018-11-25,274,,发展高温-高压结构和相图诊断的脉冲激光加热DAC与快速X射线激光结合的实验诊断方法，探索对国防工程应用具有潜在重要影响的典型过渡金属或合金高温高压结构和物理性质，支撑国防基础研究。,,all
重点实验室基金-61424070201 -起伏界面复杂目标声散射特性及其形成机理研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594775.html,2018-11-15,2018-11-22,294,,针对散射场预报需求，开展起伏海面条件下水面舰船声散射特性理论与实验研究。重点解决起伏波浪谱条件下声散射特性统计规律分析方法，获取运动水面舰船声散射特性，为水面舰船声散射预报模型验模提供基础测试数据。,,all
重点实验室基金-61424140802-雷场（障碍场）识别算法研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594774.html,2018-11-15,2018-11-25,343,,用于雷场（障碍场）的探测与识别，为发展雷场侦查装备奠定技术基础。,,all
重点实验室基金-6142A070305-核动力控制逻辑软件异构虚拟植入技术研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594773.html,2018-11-15,2018-11-25,236,,构成FPGA结构体系下虚拟控制系统的开发试验链条，实现基于FPGA的控制逻辑虚拟化，为未来核动力控制系统小型化提供思路。,,all
重点实验室基金-61429040206-结构储能复合材料技术探索研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594772.html,2018-11-15,2018-11-23,405,,用于具备结构承载功能的复合材料电池/电容器基本设计方法探索,,all
重点实验室基金-6142A032004-炸药晶体中冲击波阵面区域点火反应机理研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594771.html,2018-11-15,2018-11-25,230,,炸药点火反应物理机制,,all
重点实验室基金-614280303041803-精细节距凸点高密度互连技术及界面微观反应机制研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594770.html,2018-11-15,2018-11-28,209,,用于实现异质芯片间高密度、小节距、低寄生的互连和集成。,,all
重点实验室基金-61422061801-空中大气电场测量新技术,http://www.weain.mil.cn/cgxq/ky/yjjsl/594769.html,2018-11-15,2018-11-25,1087,,空中大气电场测量,,all
重点实验室基金-614280303021802-金刚石与GaN HEMT材料集成生长技术研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594768.html,2018-11-15,2018-11-28,297,,实现高热导率金刚石材料与GaN芯片近结集成，解决大功率GaN芯片热积累问题。,,all
重点实验室基金-61422040204-高效固液相变膨胀材料及安静浮力调节技术,http://www.weain.mil.cn/cgxq/yy/yjjsl/594767.html,2018-11-15,2018-11-25,434,,提供一种高膨胀率的固液相变材料样品，为安静浮力调节提供支撑。,,all
重点实验室基金-6142A020501 铀氮化物热、电输运性质理论模拟,http://www.weain.mil.cn/cgxq/yy/yjjsl/594766.html,2018-11-15,2018-11-25,223,,用于新型铀基功能材料的开发及金属铀表面抗腐蚀性能设计,,all
重点实验室基金-61422030105-鱼类低摩阻表层细观流动特性观测与解析,http://www.weain.mil.cn/cgxq/yy/yjjsl/594765.html,2018-11-15,2018-11-30,309,,为仿生减摩阻技术研究应用提供新知识,,all
重点实验室基金-6142A070101-多环路反应堆自然循环分析技术,http://www.weain.mil.cn/cgxq/yy/yjjsl/594764.html,2018-11-15,2018-11-25,231,,用于高性能反应堆自然循环特性分析,,all
重点实验室基金-61421060102-无线物联网安全技术,http://www.weain.mil.cn/cgxq/yy/yjjsl/594763.html,2018-11-15,2018-11-22,353,,用于无线物联网态势感知与安全性分析,,all
重点实验室基金-614270401011801-液氧煤油旋转爆震火箭发动机中的爆震燃烧过程研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594762.html,2018-11-15,2018-11-28,249,,攻克旋转爆震火箭发动机若干关键技术,,all
重点实验室基金-6142A020201  氢同位素 、氦与材料的相互作用,http://www.weain.mil.cn/cgxq/yy/yjjsl/594761.html,2018-11-15,2018-11-25,340,,用于氢同位素贮存稳定性与使用过程关键性能研究,,all
重点实验室基金-61422151902-面向最小能耗的水下航行器集群控制研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594760.html,2018-11-15,2019-11-23,269,,为实现面向最小能耗的多水下航行器集群协同规划与运动控制奠定理论基础和技术支撑。,,all
重点实验室基金-61424070601-水下目标量子特性表征方法研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594759.html,2018-11-15,2018-11-22,253,,针对量子探测对目标特性的需求，研究水下目标量子特性表征方法，提出水下目标量子特性的表征参量，完成对所提参量的初步验证，用于分析水下目标的量子电磁场等目标特征，为建立目标的量子电磁场特征库和实现水下目的量子探测等应用提供基础支撑。,,all
重点实验室基金-61424140904-目标定位与识别技术,http://www.weain.mil.cn/cgxq/yy/yjjsl/594758.html,2018-11-15,2018-11-25,569,,解决探雷器和航弹探测器在实际应用中的高虚警问题，为发展智能识别探雷装备奠定技术基础。,,all
重点实验室基金-6142A032005-Al/Teflon基反应材料力学性能调控机制研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594757.html,2018-11-15,2018-11-25,253,,战斗部用含能材料,,all
重点实验室基金-61424140403-分布式探测环境下传感器系统设计研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594756.html,2018-11-15,2018-11-25,342,,实现满足战场环境应用的分布式多传感器联合探测，为战场传感网络、智能雷场等应用提供网络结构和综合信息处理等技术基础。,,all
重点实验室基金-61429040103-耐高温树脂基高抗冲击复合材料技术,http://www.weain.mil.cn/cgxq/yy/yjjsl/594755.html,2018-11-15,2018-11-23,336,,用于高推重比航空发动机包容机匣对高抗冲击复合材料制造,,all
重点实验室基金-61424070101 -水下推进器直接辐射噪声特征数值模拟与精细分析,http://www.weain.mil.cn/cgxq/yy/yjjsl/594754.html,2018-11-15,2018-11-22,241,,为精细分析水中目标在航行过程中推进器直接辐射的噪声特性及规律，从物理形成机制角度出发，以当前典型水下推进器为例，建立数值模拟模型与计算方法，对非空化和空化状态下辐射噪声时频域特征进行精细分析与对比，分析不同条件（包括深度、转速、叶片数以及来流等）下的对应特征，并给出特征与推进装置属性参数、运行状态之间的关联关系，为水中目标推进器直接辐射噪声特征提取及目标分类识别应用等提供物理基础与技术支持。,,all
重点实验室基金-6142A032006-相变及断裂问题的相场模型研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594753.html,2018-11-15,2018-11-25,168,,获得金属材料在动载条件下相变及断裂特性的规律性认识，为相关的武器评估及认证提供技术支撑。,,all
重点实验室基金-6142A060105- 数字化反应堆燃料元件的制造工艺模拟仿真研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594752.html,2018-11-15,2018-11-26,187,,用于展示燃料元件关键制造工艺过程，优化工艺参数。,,all
重点实验室基金-61422151903-基于信任特征的海底飞行节点集群协同策略研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594751.html,2018-11-15,2019-11-23,163,,提高海底节点的机动性，提高AUV的精确性、协同性与数据收集的安全性,,all
重点实验室基金-6142A060401-新型减振降噪材料的研发,http://www.weain.mil.cn/cgxq/yy/yjjsl/594750.html,2018-11-15,2018-11-26,325,,用于阻尼/屏蔽多功能复合材料的成分设计及工艺优化研究,,all
重点实验室基金-61422151905-面向无人船线型优化的动态空间缩减技术研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594749.html,2018-11-15,2019-11-23,181,,针对无人船线型优化效率低的难题，采用动态空间缩减技术提升船型优化效率。,,all
重点实验室基金-61429040305-陶瓷基复合材料制备技术,http://www.weain.mil.cn/cgxq/yy/yjjsl/594748.html,2018-11-15,2018-11-23,367,,用于航空发动机用高性能氧化物/氧化物陶瓷基复合材料高效致密化制备,,all
重点实验室基金-614280303011801-新型GaN源漏接触技术研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594747.html,2018-11-15,2018-11-28,173,,GaN亚毫米波/太赫兹HEMT器件与功放电路,,all
重点实验室基金-6142A032002-高温高应变率下密排六方金属钛的晶体塑性行为研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594746.html,2018-11-15,2018-11-25,208,,研究极端条件下孪晶机理及对强度影响，探索构建包含孪晶机制的本构模型框架。,,all
重点实验室基金-61422030206-海洋内波作用下水下航行体水动力特性试验研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594745.html,2018-11-15,2018-11-30,272,,为水下航行体遭遇海洋内波时的操纵性研究提供有效的技术手段。,,all
重点实验室基金-6142A060303-材料模拟仿真应用系统开发与数值模拟仿真技术研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594744.html,2018-11-15,2018-11-26,207,,用于新型包壳材料的成分设计及改进优化研究。,,all
重点实验室基金-61421060101-基于认知的通信控制智能决策技术,http://www.weain.mil.cn/cgxq/yy/yjjsl/594743.html,2018-11-15,2018-11-22,227,,用于复杂环境下通信控制波形的智能决策与生成。,,all
重点实验室基金-61421060301-海洋目标识别技术,http://www.weain.mil.cn/cgxq/yy/yjjsl/594742.html,2018-11-15,2018-11-22,379,,综合利用电子和水声等分析手段实现水中目标的特征提取和分类识别,,all
